06:50
z partsoverview: 14/150518 data zadana Marketing: 2017-01-20  data konca montazu: 2017-01-23  dataProdukcji:2016-10-30  dataKontrakt:
z werkbon: 14/2050174 datadostarSprz:   data dostarProd: 2016-12-31  data plan:2016-12-31  dataKontrakt:
z werkbon: 14/150518 opis po:TUR7004MNX11000   C.D.+UZUPELNIENIA
z werkbon: 14/150518 datadostarSprz: 2017-01-20  data dostarProd: 2017-01-23  data plan:2016-10-30  dataKontrakt:
z werkbon: 2/160012 opis po:
z werkbon: 2/160012 datadostarSprz:   data dostarProd: 2017-01-27  data plan:2017-01-27  dataKontrakt:
z werkbon: 4/663 opis po:SACASPZOO 106001/317
z werkbon: 4/663 datadostarSprz:   data dostarProd: 2017-02-03  data plan:2017-02-03  dataKontrakt:
z werkbon: 4/665 opis po:SACASPZOO 106001/319
z werkbon: 4/665 datadostarSprz:   data dostarProd: 2017-02-06  data plan:2017-02-06  dataKontrakt:
z werkbon: 14/220002331 opis po:ZAM - 220002 / 331
z werkbon: 14/220002331 datadostarSprz:   data dostarProd: 2017-02-06  data plan:2017-02-06  dataKontrakt:
z werkbon: 14/160800 opis po:PILA DW-V2-200 - SERWIS
z werkbon: 14/160800 datadostarSprz: 2016-03-25  data dostarProd: 2017-02-13  data plan:2017-02-13  dataKontrakt:2016-03-25
z werkbon: 14/160801 opis po:PILA DW-V2-200 - SERWIS
z werkbon: 14/160801 datadostarSprz: 2016-03-25  data dostarProd: 2017-02-13  data plan:2017-02-13  dataKontrakt:2016-03-25
z werkbon: 14/20200444 opis po:ZAM - 202004 / 44
z werkbon: 14/20200444 datadostarSprz:   data dostarProd: 2017-03-07  data plan:2017-03-07  dataKontrakt:
z werkbon: 4/2017 opis po:
z werkbon: 4/2017 datadostarSprz:   data dostarProd: 2017-03-08  data plan:2017-03-08  dataKontrakt:
z werkbon: 4/661 opis po:KINGSLAND 40324/2 - 7/201701028/56
z werkbon: 4/661 datadostarSprz:   data dostarProd: 2017-03-13  data plan:2017-03-13  dataKontrakt:
z werkbon: 4/668 opis po:DTI 09/01/2017/H
z werkbon: 4/668 datadostarSprz:   data dostarProd: 2017-03-15  data plan:2017-03-15  dataKontrakt:
z werkbon: 14/203003179 opis po:ZAM-203003/179
z werkbon: 14/203003179 datadostarSprz:   data dostarProd: 2017-03-16  data plan:2017-03-16  dataKontrakt:
z werkbon: 14/21200344 opis po:ZAM - 212003 / 44
z werkbon: 14/21200344 datadostarSprz:   data dostarProd: 2017-03-20  data plan:2017-03-20  dataKontrakt:
z werkbon: 2/160802 opis po:FTM 165 A  X 600
z werkbon: 2/160802 datadostarSprz: 2017-03-15  data dostarProd: 2017-03-22  data plan:2017-03-22  dataKontrakt:2017-03-15
z werkbon: 14/21200343 opis po:ZAM - 212003 / 43
z werkbon: 14/21200343 datadostarSprz:   data dostarProd: 2017-03-24  data plan:2017-03-24  dataKontrakt:
z werkbon: 4/678 opis po:SACASPZOO 106001/321
z werkbon: 4/678 datadostarSprz:   data dostarProd: 2017-03-27  data plan:2017-03-27  dataKontrakt:
z werkbon: 4/677 opis po:DTI-08/02/2017/H
z werkbon: 4/677 datadostarSprz:   data dostarProd: 2017-03-28  data plan:2017-03-28  dataKontrakt:
z werkbon: 14/21400977 opis po:ZAM - 214009 / 77
z werkbon: 14/21400977 datadostarSprz:   data dostarProd: 2017-04-04  data plan:2017-04-04  dataKontrakt:
z werkbon: 4/671 opis po:KFM-106002/15
z werkbon: 4/671 datadostarSprz:   data dostarProd: 2017-04-06  data plan:2017-04-06  dataKontrakt:
z werkbon: 14/219005203 opis po:ZAM-219005/203
z werkbon: 14/219005203 datadostarSprz:   data dostarProd: 2017-04-07  data plan:2017-04-07  dataKontrakt:
z werkbon: 4/666 opis po:KINGSLAND 40324/3 - 7/201702028/45
z werkbon: 4/666 datadostarSprz:   data dostarProd: 2017-04-10  data plan:2017-04-10  dataKontrakt:
z werkbon: 4/674 opis po:KFM-106002/18
z werkbon: 4/674 datadostarSprz:   data dostarProd: 2017-04-14  data plan:2017-04-14  dataKontrakt:
z werkbon: 2/170517 opis po:CONTUR H66 X 3000 SAEILO
z werkbon: 2/170517 datadostarSprz: 2017-02-28  data dostarProd: 2017-04-14  data plan:2017-04-14  dataKontrakt:2017-03-31
z werkbon: 14/2080358 opis po:ZAM - 208028 / 8 PRZEGLAD 080572
z werkbon: 14/2080358 datadostarSprz:   data dostarProd: 2017-04-14  data plan:2017-04-14  dataKontrakt:
z werkbon: 14/2080359 opis po:ZAM - 208028 / 9 -  PRZEGLAD 070585
z werkbon: 14/2080359 datadostarSprz:   data dostarProd: 2017-04-14  data plan:2017-04-14  dataKontrakt:
z werkbon: 14/21700910 opis po:ZAM - 217009 / 10 - PRZEGLAD MASZYNY 100
z werkbon: 14/21700910 datadostarSprz:   data dostarProd: 2017-04-14  data plan:2017-04-14  dataKontrakt:
z werkbon: 2/170501 opis po:CONTUR H66P X 3000
z werkbon: 2/170501 datadostarSprz: 2017-02-20  data dostarProd: 2017-04-20  data plan:2017-04-19  dataKontrakt:2017-04-18
z werkbon: 4/667 opis po:KINGSLAND 15001/32 - 7/201610028/39
z werkbon: 4/667 datadostarSprz:   data dostarProd: 2017-04-21  data plan:2017-04-21  dataKontrakt:
z werkbon: 2/160564 opis po:TURSMN800 X 2000
z werkbon: 2/160564 datadostarSprz: 2016-11-30  data dostarProd: 2017-04-21  data plan:2017-04-21  dataKontrakt:2016-12-15
z werkbon: 14/20402698 opis po:ZAM - 204026 / 98
z werkbon: 14/20402698 datadostarSprz:   data dostarProd: 2017-04-21  data plan:2017-04-21  dataKontrakt:
z werkbon: 4/675 opis po:DTI 13/02/2017/H
z werkbon: 4/675 datadostarSprz:   data dostarProd: 2017-04-24  data plan:2017-04-24  dataKontrakt:
z werkbon: 2/170526 opis po:CONTUR HD660 X 2000
z werkbon: 2/170526 datadostarSprz: 2017-03-24  data dostarProd: 2017-04-24  data plan:2017-04-24  dataKontrakt:2017-03-31
z werkbon: 2/160014 opis po:TUR630AX3000
z werkbon: 2/160014 datadostarSprz: 2017-04-27  data dostarProd: 2017-04-25  data plan:2017-04-25  dataKontrakt:2017-04-26
z werkbon: 2/170528 opis po:TUR800SMNX4000
z werkbon: 2/170528 datadostarSprz: 2017-03-17  data dostarProd: 2017-04-25  data plan:2017-04-25  dataKontrakt:2017-04-25
z werkbon: 14/207002159 opis po:ZAM - 207002 / 159 GWARANCJA WRZECIONKO
z werkbon: 14/207002159 datadostarSprz:   data dostarProd: 2017-04-26  data plan:2017-04-26  dataKontrakt:
z werkbon: 4/670 opis po:KFM-106002/14
z werkbon: 4/670 datadostarSprz:   data dostarProd: 2017-04-28  data plan:2017-04-28  dataKontrakt:
z werkbon: 4/676 opis po:DTI 17/02/2017/H
z werkbon: 4/676 datadostarSprz:   data dostarProd: 2017-04-28  data plan:2017-04-28  dataKontrakt:
z werkbon: 14/207002155 opis po:ZAM - 207002 / 155
z werkbon: 14/207002155 datadostarSprz:   data dostarProd: 2017-04-28  data plan:2017-04-28  dataKontrakt:
z werkbon: 4/680 opis po:ELAS 30038/38
z werkbon: 4/680 datadostarSprz:   data dostarProd: 2017-04-30  data plan:2017-04-30  dataKontrakt:
z werkbon: 4/681 opis po:BLISS BRET 106001/26
z werkbon: 4/681 datadostarSprz:   data dostarProd: 2017-04-30  data plan:2017-04-30  dataKontrakt:
z werkbon: 14/2150241 opis po:
z werkbon: 14/2150241 datadostarSprz:   data dostarProd: 2017-04-30  data plan:2017-04-30  dataKontrakt:
z werkbon: 14/207002157 opis po:ZAM - 207002 / 157 - GWARANCJA 140550
z werkbon: 14/207002157 datadostarSprz:   data dostarProd: 2017-04-30  data plan:2017-04-30  dataKontrakt:
z werkbon: 14/219005195 opis po:ZAM - 219005 / 195 ZMIANA STEROWAQNIA
z werkbon: 14/219005195 datadostarSprz:   data dostarProd: 2017-04-30  data plan:2017-04-30  dataKontrakt:
z werkbon: 14/21400978 opis po:ZAM - 214009 / 78
z werkbon: 14/21400978 datadostarSprz:   data dostarProd: 2017-05-05  data plan:2017-05-05  dataKontrakt:
z werkbon: 14/222001685 opis po:ZAM - 222001 / 685
z werkbon: 14/222001685 datadostarSprz:   data dostarProd: 2017-05-08  data plan:2017-05-08  dataKontrakt:
